Timestamp,Market Open Interest,Daily Range,10 Day  Average Daily Range,10 Day Average MOI,Greater MOI,Greater DR
16-08-2023,191412,46,84.4,196633.5,0,0
15-08-2023,192841,161,94.8,195431.2,0,1
14-08-2023,193526,74,95.6,194856.4,0,0
11-08-2023,198125,80,92.7,194569.7,1,0
10-08-2023,199858,86,90.8,194713.1,1,0
09-08-2023,196375,116,93,194746.3,1,1
08-08-2023,195259,104,94.5,194794.3,1,1
07-08-2023,196477,132,100.7,195075.4,1,1
04-08-2023,196390,79,98.6,195363.9,1,0
03-08-2023,199199,114,99.2,195946.2,1,1
02-08-2023,199942,91,103.7,196799.2,1,0
01-08-2023,201424,85,96.1,197657.5,1,0
31-07-2023,201070,82,96.9,198411.9,1,0
28-07-2023,198531,95,98.4,198452.5,1,0
27-07-2023,196322,68,96.6,198098.9,0,0
26-07-2023,195506,110,96,198012,0,1
25-07-2023,193733,120,97.6,197859.4,0,1
24-07-2023,193810,247,109.1,197592.7,0,1
21-07-2023,194120,74,108.6,197365.7,0,0
20-07-2023,194434,96,106.8,196889.2,0,0
18-07-2023,190504,86,106.3,195945.4,0,0
17-07-2023,189595,84,106.2,194762.5,0,0
14-07-2023,190758,123,110.3,193731.3,0,1
13-07-2023,189120,132,114,192790.2,0,1
12-07-2023,184232,56,112.8,191581.2,0,0
11-07-2023,185148,119,113.7,190545.4,0,1
10-07-2023,182834,143,116,189455.5,0,1
07-07-2023,181912,92,100.5,188265.7,0,0
06-07-2023,184731,60,99.1,187326.8,0,0
05-07-2023,182935,83,97.8,186176.9,0,0
04-07-2023,183959,118,101,185522.4,0,1
03-07-2023,183839,73,99.9,184946.8,0,0
30-06-2023,182483,52,92.8,184119.3,0,0
28-06-2023,180236,148,94.4,183230.9,0,1
27-06-2023,180696,83,97.1,182877.3,0,0
26-06-2023,180249,92,94.4,182387.4,0,0
23-06-2023,180428,163,96.4,182146.8,0,1
22-06-2023,180153,101,97.3,181970.9,0,1
21-06-2023,186684,180,109.3,182166.2,1,1
20-06-2023,192560,68,107.8,183128.7,1,0
19-06-2023,198854,88,104.8,184618.2,1,0
16-06-2023,203966,280,125.5,186630.9,1,1
15-06-2023,199663,103,130.6,188348.9,1,0
14-06-2023,200825,122,128,190407.8,1,0
13-06-2023,200725,124,132.1,192410.7,1,0
12-06-2023,201117,94,132.3,194497.5,1,0
09-06-2023,202198,133,129.3,196674.5,1,1
08-06-2023,204973,95,128.7,199156.5,1,0
07-06-2023,202668,88,119.5,200754.9,1,0
06-06-2023,200226,124,125.1,201521.5,0,0
02-06-2023,200482,125,128.8,201684.3,0,0
01-06-2023,201568,91,109.9,201444.5,1,0
31-05-2023,203361,203,119.9,201814.3,1,1
30-05-2023,199614,164,124.1,201693.2,0,1
29-05-2023,194795,75,119.2,201100.2,0,0
26-05-2023,196403,108,120.6,200628.8,0,0
25-05-2023,204646,132,120.5,200873.6,1,1
24-05-2023,202825,68,117.8,200658.8,1,0
23-05-2023,201300,103,119.3,200522,1,0
22-05-2023,200124,70,113.9,200511.8,0,0
19-05-2023,201387,119,113.3,200602.3,1,1
18-05-2023,198096,67,110.9,200255.1,0,0
17-05-2023,196321,95,100.1,199551.1,0,0
16-05-2023,191642,122,95.9,198753.9,0,1
15-05-2023,191064,157,104.1,198380.8,0,1
12-05-2023,190520,116,104.9,197792.5,0,1
11-05-2023,192780,150,106.7,196605.9,0,1
10-05-2023,196221,100,109.9,195945.5,1,0
09-05-2023,198148,167,116.3,195630.3,1,1
08-05-2023,203324,163,125.6,195950.3,1,1
05-05-2023,208213,130,126.7,196632.9,1,1
03-05-2023,205268,120,132,197350.1,1,0
02-05-2023,211332,88,131.3,198851.2,1,0
28-04-2023,211155,196,138.7,200802.5,1,1
27-04-2023,208432,150,138,202539.3,1,1
26-04-2023,204842,67,133.1,203971.5,1,0
25-04-2023,204938,96,127.7,205187.3,0,0
20-04-2023,206956,104,128.1,206260.8,1,0
19-04-2023,206400,99,121.3,207086,0,0
18-04-2023,206508,179,122.9,207404.4,0,1
17-04-2023,203128,85,118.4,206895.9,0,0
14-04-2023,204264,107,117.1,206795.5,0,0
13-04-2023,203415,131,121.4,206003.8,0,1
12-04-2023,201404,148,116.6,205028.7,0,1
11-04-2023,196328,106,112.2,203818.3,0,0
10-04-2023,196349,127,118.2,202969,0,1
07-04-2023,196321,86,117.2,202107.3,0,0
06-04-2023,193142,94,116.2,200725.9,0,0
05-04-2023,193266,101,116.4,199412.5,0,0
04-04-2023,191867,117,110.2,197948.4,0,1
03-04-2023,193660,89,110.6,197001.6,0,0
31-03-2023,191586,91,109,195733.8,0,0
30-03-2023,191616,121,108,194553.9,0,1
29-03-2023,192245,77,100.9,193638,0,0
28-03-2023,192213,128,103.1,193226.5,0,1
27-03-2023,191213,82,98.6,192712.9,0,0
24-03-2023,193764,150,105,192457.2,1,1
23-03-2023,195586,122,107.8,192701.6,1,1
22-03-2023,193860,177,115.4,192761,1,1
21-03-2023,189035,93,113,192477.8,0,0
20-03-2023,188161,138,117.9,191927.9,0,1
17-03-2023,180023,98,118.6,190771.6,0,0
16-03-2023,176360,67,113.2,189246,0,0
15-03-2023,171746,67,112.2,187196.1,0,0
14-03-2023,171434,97,109.1,185118.2,0,0
13-03-2023,169142,96,110.5,182911.1,0,0
10-03-2023,170198,156,111.1,180554.5,0,1
09-03-2023,171430,107,109.6,178138.9,0,0
08-03-2023,172296,109,102.8,175982.5,0,1
07-03-2023,171692,91,102.6,174248.2,0,0
06-03-2023,171788,64,95.2,172610.9,0,0
03-03-2023,169194,92,94.6,171528,0,0
02-03-2023,169369,238,111.7,170828.9,0,1
01-03-2023,165405,79,112.9,170194.8,0,0
28-02-2023,165551,99,113.1,169606.5,0,0
27-02-2023,165425,95,113,169234.8,0,0
24-02-2023,167171,77,105.1,168932.1,0,0
23-02-2023,166605,78,102.2,168449.6,0,0
22-02-2023,163364,85,99.8,167556.4,0,0
21-02-2023,160190,73,98,166406.2,0,0
20-02-2023,159005,65,98.1,165127.9,0,0
17-02-2023,159937,109,99.8,164202.2,0,1
16-02-2023,159276,166,92.6,163192.9,0,1
15-02-2023,156745,77,92.4,162326.9,0,0
14-02-2023,154697,72,89.7,161241.5,0,0
13-02-2023,154970,84,88.6,160196,0,0
10-02-2023,159313,136,94.5,159410.2,0,1
09-02-2023,156632,70,93.7,158412.9,0,0
08-02-2023,160570,122,97.4,158133.5,1,1
07-02-2023,165241,84,98.5,158638.6,1,0
03-02-2023,168241,139,105.9,159562.2,1,1
02-02-2023,172624,67,101.7,160830.9,1,0
31-01-2023,172190,166,101.7,162122.3,1,1
30-01-2023,170106,75,101.5,163458.4,1,0
27-01-2023,174782,137,108,165466.9,1,1
26-01-2023,176141,91,108.7,167584,1,0
25-01-2023,180818,138,108.9,169734.5,1,1
20-01-2023,179235,89,110.8,171994.8,1,0
19-01-2023,183750,68,105.4,174312.8,1,0
18-01-2023,187740,89,105.9,176562.7,1,0
17-01-2023,188433,98,101.8,178581.9,1,0
16-01-2023,190241,73,102.4,180343.6,1,0
13-01-2023,191732,95,95.3,182297.8,1,0
12-01-2023,193263,102,98,184613.5,1,1
11-01-2023,194922,111,95.4,186627.5,1,1
10-01-2023,197336,189,105.2,188747,1,1
09-01-2023,198402,145,105.9,190505.4,1,1
06-01-2023,199856,96,106.6,192567.5,1,0
05-01-2023,198939,120,111.8,194086.4,1,1
04-01-2023,201259,110,113.9,195438.3,1,0
03-01-2023,202351,134,117.5,196830.1,1,1
30-12-2022,200198,167,126.9,197825.8,1,1
29-12-2022,200064,102,127.6,198659,1,0
28-12-2022,200536,65,123.9,199386.3,1,0
27-12-2022,204102,117,124.5,200304.3,1,0
23-12-2022,207324,74,113,201303.1,1,0
22-12-2022,208492,137,112.2,202312.1,1,1
21-12-2022,208999,129,115.5,203226.4,1,1
20-12-2022,211516,148,118.3,204484.1,1,1
19-12-2022,210328,71,114.4,205391,1,0
16-12-2022,212841,135,114.5,206440,1,1
15-12-2022,212069,123,110.1,207627.1,1,1
14-12-2022,213059,110,110.9,208926.6,1,0
13-12-2022,215407,194,123.8,210413.7,1,1
12-12-2022,219040,154,127.5,211907.5,1,1
09-12-2022,214515,92,129.3,212626.6,1,0
08-12-2022,214832,181,133.7,213260.6,1,1
07-12-2022,218069,169,137.7,214167.6,1,1
06-12-2022,217977,246,147.5,214813.7,1,1
05-12-2022,211701,163,156.7,214951,0,1
02-12-2022,211607,243,167.5,214827.6,0,1
01-12-2022,299536,240,179.2,223574.3,1,1
30-11-2022,205286,92,177.4,222797,0,0
29-11-2022,206645,111,169.1,221920.8,0,0
25-11-2022,207880,134,167.1,220804.8,0,0
24-11-2022,207154,195,177.4,220068.7,0,1
23-11-2022,207904,140,173.3,219375.9,0,0
22-11-2022,204996,198,176.2,218068.6,0,1
21-11-2022,205062,133,164.9,216777.1,0,0
17-11-2022,209300,191,167.7,216537,0,1
16-11-2022,203736,106,154,215749.9,0,0
15-11-2022,205856,173,147.3,206381.9,0,1
14-11-2022,201910,187,156.8,206044.3,0,1
11-11-2022,199122,170,162.7,205292,0,1
10-11-2022,199553,189,168.2,204459.3,0,1
09-11-2022,200717,218,170.5,203815.6,0,1
08-11-2022,198981,108,167.3,202923.3,0,0
07-11-2022,197468,149,162.4,202170.5,0,0
04-11-2022,199305,203,169.4,201594.8,0,1
03-11-2022,202156,162,166.5,200880.4,1,0
02-11-2022,202406,201,176,200747.4,1,1
01-11-2022,203631,261,184.8,200524.9,1,1
31-10-2022,205368,178,183.9,200870.7,1,0
28-10-2022,202988,221,189,201257.3,1,1
27-10-2022,200248,125,182.6,201326.8,0,0
26-10-2022,201576,148,175.6,201412.7,1,0
25-10-2022,205878,183,183.1,202102.4,1,0
21-10-2022,204192,127,180.9,202774.8,1,0
20-10-2022,208325,146,175.2,203676.8,1,0
19-10-2022,211594,152,174.2,204620.6,1,0
18-10-2022,214537,197,173.8,205833.7,1,1
17-10-2022,210376,122,159.9,206508.2,1,0
14-10-2022,206691,295,171.6,206640.5,1,1
13-10-2022,206568,123,161.8,206998.5,0,0
12-10-2022,202342,90,158.3,207207.9,0,0
11-10-2022,203953,141,157.6,207445.6,0,0
07-10-2022,203332,155,154.8,207191,0,1
06-10-2022,204600,186,160.7,207231.8,0,1
05-10-2022,202179,194,165.5,206617.2,0,1
04-10-2022,202961,206,170.9,205753.9,0,1
03-10-2022,200912,145,165.7,204391.4,0,0
30-09-2022,200812,142,167.7,203435,0,0
29-09-2022,198344,166,154.8,202600.3,0,1
28-09-2022,198906,339,176.4,201834.1,0,1
27-09-2022,197940,152,182.6,201393.9,0,0
26-09-2022,202570,186,187.1,201255.6,1,0
23-09-2022,203306,130,184.6,201253,1,0
22-09-2022,202707,94,175.4,201063.7,1,0
21-09-2022,201855,265,182.5,201031.3,1,1
20-09-2022,203861,166,178.5,201121.3,1,0
19-09-2022,211377,218,185.8,202167.8,1,1
15-09-2022,206287,164,188,202715.3,1,0
14-09-2022,204066,126,184,203287.5,1,0
13-09-2022,201619,246,174.7,203558.8,0,1
12-09-2022,199412,122,171.7,203706,0,0
09-09-2022,200627,141,167.2,203511.7,0,0
08-09-2022,201000,268,181,203281.1,0,1
07-09-2022,200335,203,191.9,203043.9,0,1
06-09-2022,196882,195,184.9,202546.6,0,1
05-09-2022,193557,105,178.8,201516.2,0,0
02-09-2022,189745,173,174.3,199353,0,0
01-09-2022,188693,231,181,197593.6,0,1
30-08-2022,185767,111,179.5,195763.7,0,0
29-08-2022,182899,106,165.5,193891.7,0,0
26-08-2022,181420,150,168.3,192092.5,0,0
25-08-2022,181993,109,165.1,190229.1,0,0
24-08-2022,182524,297,168,188381.5,0,1
23-08-2022,181600,147,162.4,186508,0,0
22-08-2022,179587,145,157.4,184778.5,0,0
19-08-2022,183505,180,164.9,183773.3,0,1
18-08-2022,187713,170,164.6,183570.1,1,1
17-08-2022,186021,109,152.4,183302.9,1,0
16-08-2022,184923,228,164.1,183218.5,1,1
15-08-2022,186804,263,179.8,183609,1,1
12-08-2022,191133,240,188.8,184580.3,1,1
11-08-2022,192768,154,193.3,185657.8,1,0
10-08-2022,194457,166,180.2,186851.1,1,0
09-08-2022,194203,182,183.7,188111.4,1,0
08-08-2022,195646,141,183.3,189717.3,1,0
05-08-2022,195371,131,178.4,190903.9,1,0
04-08-2022,200513,250,186.4,192183.9,1,1
03-08-2022,200244,210,196.5,193606.2,1,1
02-08-2022,199106,231,196.8,195024.5,1,1
01-08-2022,199250,163,186.8,196269.1,1,0
29-07-2022,202170,350,197.8,197372.8,1,1
28-07-2022,204035,222,204.6,198499.5,1,1
27-07-2022,203952,211,209.1,199449,1,1
26-07-2022,204072,217,212.6,200435.9,1,1
25-07-2022,201430,163,214.8,201014.3,1,0
22-07-2022,200238,168,218.5,201501,0,0
21-07-2022,202630,279,221.4,201712.7,1,1
20-07-2022,202207,257,226.1,201909,1,1
19-07-2022,204725,282,231.2,202470.9,1,1
18-07-2022,202876,247,239.6,202833.5,1,1
15-07-2022,204268,230,227.6,203043.3,1,1
14-07-2022,209543,459,251.3,203594.1,1,1
13-07-2022,202267,342,264.4,203425.6,0,1
12-07-2022,198087,180,260.7,202827.1,0,0
08-07-2022,201953,263,270.7,202879.4,0,0
07-07-2022,203867,354,289.3,203242.3,1,1
06-07-2022,205616,446,306,203540.9,1,1
05-07-2022,206845,282,308.5,204004.7,1,0
04-07-2022,207412,402,320.5,204273.4,1,1
01-07-2022,207785,361,331.9,204764.3,1,1
30-06-2022,207670,165,325.4,205104.5,1,0
29-06-2022,205984,140,293.5,204748.6,1,0
28-06-2022,209915,273,286.6,205513.4,1,0
27-06-2022,212072,284,297,206911.9,1,0
24-06-2022,215808,429,313.6,208297.4,1,1
23-06-2022,219070,267,304.9,209817.7,1,0
22-06-2022,222015,527,313,211457.6,1,1
21-06-2022,216162,242,309,212389.3,1,0
20-06-2022,220205,313,300.1,213668.6,1,1
17-06-2022,225140,136,277.6,215404.1,1,0
16-06-2022,222744,232,284.3,216911.5,1,0
15-06-2022,229275,275,297.8,219240.6,1,0
14-06-2022,230317,129,283.4,221280.8,1,0
13-06-2022,226896,270,282,222763.2,1,0
10-06-2022,221157,377,276.8,223298.1,0,1
09-06-2022,217374,334,283.5,223128.5,0,1
08-06-2022,214015,208,251.6,222328.5,0,0
07-06-2022,209485,168,244.2,221660.8,0,0
03-06-2022,206406,264,239.3,220280.9,0,1
02-06-2022,206718,210,246.7,218438.7,0,0
01-06-2022,208801,169,240.4,217044.4,0,0
31-05-2022,208240,177,230.6,214940.9,0,0
30-05-2022,207660,172,234.9,212675.2,0,0
27-05-2022,207474,353,243.2,210733,0,1
26-05-2022,204553,300,235.5,209072.6,0,1
25-05-2022,203511,154,217.5,207686.3,0,0
24-05-2022,203208,333,230,206605.6,0,1
23-05-2022,204412,169,230.1,206098.3,0,0
20-05-2022,208974,400,243.7,206355.1,1,1
19-05-2022,205386,166,239.3,206221.9,0,0
18-05-2022,207786,106,233,206120.4,1,0
17-05-2022,205541,205,235.8,205850.5,0,0
13-05-2022,203624,150,233.6,205446.9,0,0
12-05-2022,206091,264,224.7,205308.6,1,1
11-05-2022,205537,298,224.5,205407,1,1
10-05-2022,206860,202,229.3,205741.9,1,0
09-05-2022,207064,149,210.9,206127.5,1,0
06-05-2022,209809,510,245,206667.2,1,1
05-05-2022,206078,175,222.5,206377.6,0,0
29-04-2022,206333,378,243.7,206472.3,0,1
28-04-2022,206699,418,274.9,206363.6,1,1
27-04-2022,208775,624,316.8,206687,1,1
26-04-2022,205932,273,329.1,206917.8,0,0
25-04-2022,205391,702,372.9,206847.8,0,1
22-04-2022,203392,191,362.2,206633.3,0,0
21-04-2022,200780,122,354.2,206025.3,0,0
20-04-2022,200818,256,364.9,205400.7,0,0
18-04-2022,195068,148,328.7,203926.6,0,0
15-04-2022,196990,264,337.6,203017.8,0,0
14-04-2022,198315,198,319.6,202216,0,0
13-04-2022,197391,187,296.5,201285.2,0,0
12-04-2022,195279,223,256.4,199935.6,0,0
11-04-2022,195016,234,252.5,198844,0,0
08-04-2022,192984,149,197.2,197603.3,0,0
07-04-2022,190932,193,197.4,196357.3,0,0
06-04-2022,189494,206,205.8,195228.7,0,1
05-04-2022,190272,235,203.7,194174.1,0,1
04-04-2022,191027,228,211.7,193770,0,1
01-04-2022,193769,333,218.6,193447.9,1,1
31-03-2022,189301,285,227.3,192546.5,0,1
30-03-2022,187049,152,223.8,191512.3,0,0
29-03-2022,187630,260,227.5,190747.4,0,1
28-03-2022,185979,148,218.9,189843.7,0,0
25-03-2022,186934,159,219.9,189238.7,0,0
24-03-2022,190519,422,242.8,189197.4,1,1
23-03-2022,193115,294,251.6,189559.5,1,1
22-03-2022,194267,259,254,189959,1,1
21-03-2022,192639,255,256.7,190120.2,1,0
18-03-2022,249414,478,271.2,195684.7,1,1
17-03-2022,191504,516,294.3,195905,0,1
16-03-2022,194135,379,317,196613.6,0,1
15-03-2022,195437,365,327.5,197394.3,0,1
14-03-2022,193588,508,363.5,198155.2,0,1
11-03-2022,187925,435,391.1,198254.3,0,1
10-03-2022,189513,311,380,198153.7,0,0
09-03-2022,184715,899,440.5,197313.7,0,1
08-03-2022,185029,320,446.6,196389.9,0,0
07-03-2022,183346,326,453.7,195460.6,0,0
04-03-2022,185350,699,475.8,189054.2,0,1
03-03-2022,181472,382,462.4,188051,0,0
02-03-2022,182188,755,500,186856.3,0,1
01-03-2022,187401,603,523.8,186052.7,1,1
28-02-2022,191305,260,499,185824.4,1,0
25-02-2022,305062,662,521.7,197538.1,1,1
24-02-2022,205376,475,538.1,199124.4,1,0
23-02-2022,205907,293,477.5,201243.6,1,0
22-02-2022,209570,232,468.7,203697.7,1,0
21-02-2022,206766,97,445.8,206039.7,1,0
18-02-2022,204340,99,385.8,207938.7,0,0
17-02-2022,207921,145,362.1,210583.6,0,0
16-02-2022,211099,189,305.5,213474.7,0,0
15-02-2022,212801,161,261.3,216014.7,0,0
14-02-2022,206341,81,243.4,217518.3,0,0
11-02-2022,206103,126,189.8,207622.4,0,0
10-02-2022,207735,117,154,207858.3,0,0
09-02-2022,212271,321,156.8,208494.7,1,1
08-02-2022,210042,230,156.6,208541.9,1,1
07-02-2022,204169,303,177.2,208282.2,0,1
04-02-2022,206000,137,181,208448.2,0,0
03-02-2022,207739,140,180.5,208430,0,0
31-01-2022,208522,114,173,208172.3,1,0
28-01-2022,213631,194,176.3,208255.3,1,1
27-01-2022,212145,171,185.3,208835.7,1,0
26-01-2022,214173,102,182.9,209642.7,1,0
25-01-2022,214162,84,179.6,210285.4,1,0
24-01-2022,216091,147,162.2,210667.4,1,0
21-01-2022,210443,146,153.8,210707.5,0,0
20-01-2022,209888,110,134.5,211279.4,0,0
19-01-2022,206787,89,129.7,211358.1,0,0
17-01-2022,201365,133,129,210720.7,0,1
14-01-2022,204491,106,128.2,210317.6,0,0
13-01-2022,204733,128,121.6,209427.8,0,1
12-01-2022,204638,87,113.2,208677.1,0,0
11-01-2022,203951,129,115.9,207654.9,0,1
10-01-2022,206569,154,122.9,206895.6,0,1
07-01-2022,209334,83,116.5,206219.9,1,0
06-01-2022,209806,129,114.8,206156.2,1,1
05-01-2022,212230,151,118.9,206390.4,1,1
04-01-2022,210777,123,122.3,206789.4,1,1
03-01-2022,209662,170,126,207619.1,1,1
31-12-2021,208681,74,122.8,208038.1,1,0
30-12-2021,209048,73,117.3,208469.6,1,0
29-12-2021,209825,118,120.4,208988.3,1,0
28-12-2021,210205,193,126.8,209613.7,1,1
27-12-2021,209473,76,119,209904.1,0,0
24-12-2021,210850,182,128.9,210055.7,1,1
23-12-2021,213409,69,122.9,210416,1,0
22-12-2021,210139,120,119.8,210206.9,0,1
21-12-2021,210109,114,118.9,210140.1,0,0
20-12-2021,208942,125,114.4,210068.1,0,1
17-12-2021,206588,143,121.3,209858.8,0,1
16-12-2021,206977,199,133.9,209651.7,0,1
15-12-2021,205961,305,152.6,209265.3,0,1
14-12-2021,199207,121,145.4,208165.5,0,0
13-12-2021,193310,123,150.1,206549.2,0,0
10-12-2021,191832,117,143.6,204647.4,0,0
09-12-2021,194751,152,151.9,202781.6,0,1
08-12-2021,191457,157,155.6,200913.4,0,1
07-12-2021,243715,185,162.7,204274,1,1
06-12-2021,191567,96,159.8,202536.5,0,0
02-12-2021,191567,110,156.5,201034.4,0,0
01-12-2021,193252,80,144.6,199661.9,0,0
30-11-2021,192561,168,130.9,198321.9,0,1
29-11-2021,192854,99,128.7,197686.6,0,0
26-11-2021,191257,107,127.1,197481.3,0,0
25-11-2021,197583,74,122.8,198056.4,0,0
24-11-2021,197945,86,116.2,198375.8,0,0
23-11-2021,199325,183,118.8,199162.6,1,1
22-11-2021,199106,71,107.4,194701.7,1,0
19-11-2021,201870,98,107.6,195732,1,0
18-11-2021,205887,151,111.7,197164,1,1
17-11-2021,209902,79,111.6,198829,1,0
16-11-2021,207696,78,102.6,200342.5,1,0
15-11-2021,231403,107,103.4,204197.4,1,1
12-11-2021,206586,86,101.3,205730.3,1,0
11-11-2021,206865,148,108.7,206658.5,1,1
10-11-2021,203782,128,112.9,207242.2,0,1
09-11-2021,200993,117,106.3,207409,0,1
08-11-2021,197829,149,114.1,207281.3,0,1
05-11-2021,194445,59,110.2,206538.8,0,0
03-11-2021,188578,176,112.7,204807.9,0,1
02-11-2021,188974,200,124.8,202715.1,0,1
01-11-2021,190000,158,132.8,200945.5,0,1
29-10-2021,190138,90,131.1,196819,0,0
28-10-2021,192949,114,133.9,195455.3,0,0
27-10-2021,193977,96,128.7,194166.5,0,0
26-10-2021,193151,131,129,193103.4,1,1
25-10-2021,192850,77,125,192289.1,1,0
22-10-2021,192849,119,122,191791.1,1,0
21-10-2021,190934,280,144.1,191440,0,1
20-10-2021,191564,136,140.1,191738.6,0,0
18-10-2021,195147,100,130.1,192355.9,1,0
15-10-2021,194163,123,126.6,192772.2,1,0
14-10-2021,194777,80,125.6,193236.1,1,0
13-10-2021,193922,286,142.8,193333.4,1,1
12-10-2021,192136,79,141.1,193149.3,0,0
11-10-2021,191359,74,135.4,192970.1,0,0
08-10-2021,193506,188,146.5,193035.7,1,1
07-10-2021,186063,57,140.3,192357.1,0,0
06-10-2021,185031,76,119.9,191766.8,0,0
05-10-2021,184840,191,125.4,191094.4,0,1
04-10-2021,182933,104,125.8,189873,0,0
01-10-2021,186248,85,122,189081.5,0,0
30-09-2021,190968,86,122.6,188700.6,1,0
29-09-2021,189939,104,104.4,188302.3,1,0
28-09-2021,189495,159,112.4,188038.2,1,1
27-09-2021,189692,133,118.3,187871.5,1,1
24-09-2021,189663,91,108.6,187487.2,1,0
23-09-2021,190318,140,116.9,187912.7,1,1
22-09-2021,188977,132,122.5,188307.3,1,1
21-09-2021,190161,72,110.6,188839.4,1,0
20-09-2021,189904,218,122,189536.5,1,1
17-09-2021,195664,145,128,190478.1,1,1
15-09-2021,193424,74,126.8,190723.7,1,0
14-09-2021,194971,93,125.7,191226.9,1,0
13-09-2021,196985,80,117.8,191975.9,1,0
10-09-2021,197645,166,121.1,192771.2,1,1
09-09-2021,193669,93,121.3,193171.8,1,0
08-09-2021,195410,127,120,193681,1,1
07-09-2021,193145,86,115.4,194097.8,0,0
06-09-2021,192164,85,116.7,194298.1,0,0
03-09-2021,192001,106,105.5,194507.8,0,1
02-09-2021,192060,116,102.6,194147.4,0,1
01-09-2021,193866,111,106.3,194191.6,0,1
30-08-2021,191708,139,110.9,193865.3,0,1
27-08-2021,196873,67,109.6,193854.1,1,0
26-08-2021,199414,94,102.4,194031,1,0
25-08-2021,202066,88,101.9,194870.7,1,0
24-08-2021,200848,71,96.3,195414.5,1,0
23-08-2021,199124,188,106.5,196012.4,1,1
20-08-2021,198375,105,108.5,196633.5,1,0
19-08-2021,201715,139,111.8,197604.9,1,1
18-08-2021,197036,75,107.7,198102.5,0,0
17-08-2021,195330,167,113.3,198248.9,0,1
16-08-2021,194645,94,108.8,198542.6,0,0
13-08-2021,192735,109,113,198128.8,0,0
12-08-2021,196575,100,113.6,197844.9,0,0
11-08-2021,201588,263,131.1,197797.1,1,1
09-08-2021,202858,135,137.5,197998.1,1,0
06-08-2021,199149,116,130.3,198000.6,1,0
05-08-2021,201531,132,133,198316.2,1,0
04-08-2021,199210,173,136.4,198065.7,1,1
03-08-2021,196480,84,137.3,198010.1,0,0
02-08-2021,194146,161,136.7,197891.7,0,1
30-07-2021,195097,132,140.5,197936.9,0,0
29-07-2021,199448,160,145.6,198608.2,1,1
28-07-2021,197606,140,149.6,198711.3,0,0
27-07-2021,197577,96,132.9,198310.2,0,0
26-07-2021,198228,199,139.3,197847.2,1,1
23-07-2021,195017,187,146.4,197434,0,1
22-07-2021,191371,71,140.3,196418,0,0
21-07-2021,188666,122,135.2,195363.6,0,0
19-07-2021,188094,59,132.7,194525,0,0
16-07-2021,188157,116,128.2,193926.1,0,0
15-07-2021,188811,209,135.9,193297.5,0,1
14-07-2021,190225,129,132.8,192375.2,0,0
13-07-2021,191515,109,129.7,191766.1,0,0
12-07-2021,191170,119,132,191125.4,1,0
09-07-2021,194606,129,125,190763.2,1,1
08-07-2021,190443,72,113.5,190305.8,1,0
07-07-2021,188547,127,119.1,190023.4,0,1
06-07-2021,184076,138,120.7,189564.4,0,1
05-07-2021,182144,148,129.6,188969.4,0,1
02-07-2021,184272,84,126.4,188580.9,0,0
01-07-2021,187383,60,111.5,188438.1,0,0
30-06-2021,193863,93,107.9,188801.9,1,0
29-06-2021,189184,109,107.9,188568.8,1,1
28-06-2021,186751,104,106.4,188126.9,0,0
25-06-2021,186310,84,101.9,187297.3,0,0
24-06-2021,184012,105,105.2,186654.2,0,0
23-06-2021,183260,127,105.2,186125.5,0,1
22-06-2021,180748,124,103.8,185792.7,0,1
21-06-2021,187644,105,99.5,186342.7,1,1
18-06-2021,191726,209,112,187088.1,1,1
17-06-2021,186562,129,118.9,187006,0,1
16-06-2021,183809,160,125.6,186000.6,0,1
15-06-2021,184287,198,134.5,185510.9,0,1
14-06-2021,184811,252,149.3,185316.9,0,1
11-06-2021,183609,169,157.8,185046.8,0,1
10-06-2021,186373,144,161.7,185282.9,1,0
09-06-2021,185315,206,169.6,185488.4,0,1
08-06-2021,179469,152,172.4,185360.5,0,0
04-06-2021,172078,102,172.1,183803.9,0,0
03-06-2021,175369,149,166.1,182168.2,0,0
02-06-2021,177082,167,169.9,181220.2,0,0
01-06-2021,177251,124,166.3,180564.4,0,0
31-05-2021,183934,140,160.5,180529.1,1,0
28-05-2021,183991,73,142.6,180447.1,1,0
27-05-2021,184964,129,138.6,180582.6,1,0
25-05-2021,185791,84,132.6,180524.4,1,0
24-05-2021,185972,123,124.3,180590.1,1,0
21-05-2021,190049,180,127.1,181648.1,1,1
20-05-2021,190863,211,138,183526.6,1,1
19-05-2021,194367,109,134,185426.4,1,0
18-05-2021,196163,168,134.1,187334.5,1,1
17-05-2021,197012,89,130.6,189310.6,1,0
12-05-2021,198372,59,122.5,190754.4,1,0
11-05-2021,202348,125,127.7,192590.1,1,0
10-05-2021,202976,117,126.5,194391.3,1,0
07-05-2021,205123,157,133.8,196324.5,1,1
06-05-2021,208436,111,132.6,198570.9,1,0
05-05-2021,209748,67,121.3,200540.8,1,0
04-05-2021,209069,124,112.6,202361.4,1,1
03-05-2021,209116,94,111.1,203836.3,1,0
30-04-2021,209793,131,107.4,205199.3,1,1
28-04-2021,208474,63,104.8,206345.5,1,0
27-04-2021,208731,166,115.5,207381.4,1,1
26-04-2021,207609,157,118.7,207907.5,0,1
23-04-2021,206968,163,123.3,208306.7,0,1
22-04-2021,207220,67,114.3,208516.4,0,0
21-04-2021,208633,106,113.8,208536.1,1,0
20-04-2021,205684,133,120.4,208129.7,0,1
